ve_ref,value,lemma,gloss (eng),tag
388.t2,him,he,he,dsm
388.t3,ēac,eac,also,indeclinable
388.t4,"wordum,",word,word,dp
388.t5,þæt,þæt,that,indeclinable
388.t6,hīe,hie,they,npm
388.t7,sint,beon,be,pr3p
388.t8,wilcuman,wil-cuma,welcome person,np
389.t1,Deniga,Dene,Danes,gp
389.t2,lēodum.’,leod,man,dp
390.t1,Wedera,Wederas,Weders,gp
390.t2,lēodum,leod,man,dp
390.t3,word,word,word,as
390.t4,inne,inne,within,indeclinable
390.t5,ābēad:,abeodan,offer,p3s
391.t1,‘Ēow,ge,you,dp
391.t2,hēt,hatan,order,p3s
391.t3,secgan,secgan,say,i
391.t4,sigedrihten,sige-dryhten,victorious lord,ns
391.t5,"mīn,",min,my,nsm
392.t1,aldor,ealdor,chief,ns
392.t2,"Ēast-Dena,",East-Dene,East-Danes,gp
392.t3,þæt,þæt,that,indeclinable
392.t4,hē,he,he,nsm
392.t5,ēower,eower,your,apn
392.t6,æþelu,æþelu,lineage,ap
392.t7,"can,",cunnan,know,pr3s
393.t1,ond,ond,and,indeclinable
393.t2,gē,ge,you,np
393.t3,him,he,he,dsm
393.t4,syndon,beon,be,pr2p
393.t5,ofer,ofer,across,indeclinable
393.t6,sǣwylmas,sæ-wylm,billow,ap
394.t1,heardhicgende,heard-hicgende,brave-minded,npm
394.t2,hider,hider,hither,indeclinable
394.t3,wilcuman.,wil-cuma,welcome person,np
395.t1,Nū,nu,now,indeclinable
395.t2,gē,ge,you,np
395.t3,mōton,motan,may,pr2p
395.t4,gangan,gangan,go,i
395.t5,in,in,in,indeclinable
395.t6,ēowrum,eower,your,dpn
395.t7,gūðġetawum,guð-getawa,battle-gear,dp
396.t1,under,under,under,indeclinable
396.t2,heregrīman,here-grima,war-mask,ds
396.t3,Hrōðgār,Hroðgar,Hrothgar,as
396.t4,ġesēon;,geseon,see,i
397.t1,lǣtað,lætan,let,im2p
397.t2,hildebord,hilde-bord,war-shield,ap
397.t3,hēr,her,here,indeclinable
397.t4,"onbīdan,",onbidan,await,i
398.t1,wudu,wudu,wood,ap
398.t2,wælsceaftas,wæl-sceaft,deadly spear,ap
398.t3,worda,word,word,gp
398.t4,geþinges.’,geþinge,outcome,gs
399.t1,Ārās,arisan,arise,p3s
399.t2,þā,þa,then,indeclinable
399.t3,se,se,the,nsm
399.t4,"rīca,",rice,powerful,nsm
399.t5,ymb,ymb,around,indeclinable
399.t6,hine,he,he,asm
399.t7,rinc,rinc,warrior,ns
399.t8,"manig,",monig,many,nsm
400.t1,þrȳðlīc,þryðlic,valiant,nsm
400.t2,þegna,þegn,retainer,gp
400.t3,hēap;,heap,troop,ns
400.t4,sume,sum,some,npm
400.t5,þǣr,þær,there,indeclinable
400.t6,"bidon,",bidan,remain,p3p
401.t1,heaðorēaf,heaþo-reaf,war-gear,as
401.t2,"hēoldon,",healdan,guard,p3p
401.t3,swā,swa,as,indeclinable
401.t4,him,hie,they,dpm
401.t5,se,se,the,nsm
401.t6,hearda,heard,strong,nsm
401.t7,bebēad.,bebeodan,order,p3s
402.t1,Snyredon,snyrian,hasten,p3p
402.t2,"ætsomne,",ætsomne,together,indeclinable
402.t3,þā,þa,now that,indeclinable
402.t4,secg,secg,man,ns
402.t5,"wīsode,",wisian,guide,p3s
403.t1,under,under,under,indeclinable
403.t2,Heorotes,Heorot,Heorot,gs
403.t3,hrōf;,hrof,roof,as
403.t4,ēode,gan,go,p3s
403.t5,hildedēor,hilde-deor,brave in battle,nsm
404.t1,heard,heard,strong,nsm
404.t2,under,under,under,indeclinable
404.t3,"helme,",helm,helmet,ds
404.t4,þæt,þæt,until,indeclinable
404.t5,hē,he,he,nsm
404.t6,on,on,in,indeclinable
404.t7,heorðe,heorð,fireplace,ds
404.t8,gestōd.,gestandan,take one's stand,p3s
405.t1,Bēowulf,Beowulf,Beowulf,ns
405.t2,maðelode;,maþelian,speak,p3s
405.t3,on,on,on,indeclinable
405.t4,him,he,he,dsm
405.t5,byrne,byrne,mail-coat,ns
405.t6,"scān,",scinan,shine,p3s
406.t1,searonet,searo-net,war-net,ns
406.t2,seowed,seowan,link,ppnsn
406.t3,smiþes,smið,smith,gs
406.t4,orþancum:,orþanc,skill,dp
407.t1,‘Wæs,wesan,be,im2s
407.t2,"þū,",þu,you,ns
407.t3,"Hrōðgār,",Hroðgar,Hrothgar,ns
407.t4,hāl!,hal,unhurt (wes þu hal=hail to you),nsm
407.t5,Ic,ic,I,ns
407.t6,eom,beon,be,pr1s
407.t7,Higelāces,Hygelac,Hygelac,gs
408.t1,mǣg,mæg,kinsman,ns
408.t2,ond,ond,and,indeclinable
408.t3,magoðegn;,mago-þegn,young retainer,ns
408.t4,hæbbe,habban,have,pr1s
408.t5,ic,ic,I,ns
408.t6,mǣrða,mærðo,glorious deed,gp
408.t7,fela,fela,many,in
409.t1,ongunnen,onginnan,undertake,pp
409.t2,on,on,in,indeclinable
409.t3,geogoþe.,geogoð,youth,ds
409.t4,Mē,ic,I,ds
409.t5,wearð,weorðan,become,p3s
409.t6,Grendles,Grendel,Grendel,gs
409.t7,þing,þing,affair,ns
410.t1,on,on,in,indeclinable
410.t2,mīnre,min,my,dsf
410.t3,ēþeltyrf,eþel-turf,native soil,ds
410.t4,undyrne,undyrne,manifest,nsn
410.t5,cūð;,cuð,known,nsn
411.t1,secgað,secgan,say,pr3p
411.t2,sǣlīðend,sæ-liðend,seafarer,np
411.t3,þæt,þæt,that,indeclinable
411.t4,þæs,þes,this,nsm
411.t5,sele,sele,hall,ns
411.t6,"stande,",standan,stand,prc3s
412.t1,reċed,reced,hall,ns
412.t2,sēlesta,selest,best,nsms
412.t3,rinca,rinc,warrior,gp
412.t4,gehwylcum,gehwylc,every,dsm
413.t1,īdel,idel,empty,nsm
413.t2,ond,ond,and,indeclinable
413.t3,"unnyt,",unnytt,useless,nsm
413.t4,siððan,siððan,after,indeclinable
413.t5,ǣfenlēoht,æfen-leoht,evening light,ns
414.t1,under,under,under,indeclinable
414.t2,heofenes,heofon,heaven,gs
414.t3,haðor,haðor,vault,as
414.t4,beholen,behelan,hide,pp
414.t5,weorþeð.,weorðan,be,pr3s
415.t1,Þā,þa,then,indeclinable
415.t2,mē,ic,I,as
415.t3,þæt,þæt,that,asn
415.t4,gelǣrdon,gelæran,advise,p3p
415.t5,lēode,leod,man,np
415.t6,mīne,min,my,npm
416.t1,þā,se,the,npm
416.t2,"sēlestan,",selest,best,npms
416.t3,snotere,snotor,wise,npm
416.t4,"ceorlas,",ceorl,man,np
417.t1,þēoden,þeoden,lord,ns
417.t2,"Hrōðgār,",Hroðgar,Hrothgar,ns
417.t3,þæt,þæt,that,indeclinable
417.t4,ic,ic,I,ns
417.t5,þē,þu,you,as
417.t6,"sōhte,",secan,seek out,pc1s
418.t1,forþan,forðan,because,indeclinable
418.t2,hīe,hie,they,npm
418.t3,mægenes,mægen,strength,gs
418.t4,cræft,cræft,might,as
418.t5,mīnne,min,my,asm
418.t6,cūþon;,cunnan,know,p3p
419.t1,selfe,self,(they) self,np
419.t2,ofersāwon,oferseon,look on,p3p
419.t3,ðā,þa,when,indeclinable
419.t4,ic,ic,I,ns
419.t5,of,of,from,indeclinable
419.t6,searwum,searo,battle,dp
419.t7,cwōm,cuman,come,p1s
420.t1,fāh,fah,blood-stained,nsm
420.t2,from,fram,from,indeclinable
420.t3,"fēondum,",feond,enemy,dp
420.t4,þǣr,þær,where,indeclinable
420.t5,ic,ic,I,ns
420.t6,fīfe,fif,five,apm
420.t7,"geband,",gebindan,bind,p1s
421.t1,ȳðde,yðan,destroy,p1s
421.t2,eotena,eoten,giant,gp
421.t3,"cyn,",cynn,race,as
421.t4,ond,ond,and,indeclinable
421.t5,on,on,on,indeclinable
421.t6,ȳðum,yð,wave,dp
421.t7,slōg,slean,strike,p1s
422.t1,niceras,nicor,water-monster,ap
422.t2,"nihtes,",niht,(by) night,gs
422.t3,nearoþearfe,nearo-þearf,severe distress,as
422.t4,"drēah,",dreogan,suffer,p1s
423.t1,wræc,wrecan,avenge,p1s
423.t2,Wedera,Wederas,Weders,gp
423.t3,nīð,nið,affliction,as
423.t4,–,wea,trouble,as
423.t5,wēan,ahsian,ask for,p3p
424.t1,forgrand,forgrindan,crush,p1s
424.t2,gramum;,gram,enemy,dpm
424.t3,ond,ond,and,indeclinable
424.t4,nū,nu,now,indeclinable
424.t5,wið,wið,with,indeclinable
424.t6,Grendel,Grendel,Grendel,as
424.t7,"sceal,",sculan,(future),pr1s
425.t1,wið,wið,with,indeclinable
425.t2,þām,se,the,dsm
425.t3,āglǣcan,aglæca,adversary,ds
425.t4,āna,an,myself,nsm
425.t5,gehēgan,gehegan,hold,i
426.t1,ðing,þing,meeting,as
426.t2,wið,wið,with,indeclinable
426.t3,þyrse.,þyrs,giant,ds
426.t4,Ic,ic,I,ns
426.t5,þē,þu,you,as
426.t6,"nūðā,",nu þa,now,indeclinable
427.t1,brego,brego,lord,ns
427.t2,"Beorht-Dena,",Beorht-Dene,Bright-Danes,gp
427.t3,biddan,biddan,request,i
427.t4,"wille,",willan,wish,pr1s
428.t1,eodor,eodor,protector,ns
428.t2,"Scyldinga,",Scyldingas,Scyldings,gp
428.t3,ānre,an,one,gsf
428.t4,"bēne,",ben,favour,gs
429.t1,þæt,þæt,that,indeclinable
429.t2,ðū,þu,you,ns
429.t3,mē,ic,I,ds
429.t4,ne,ne,not,indeclinable
429.t5,"forwyrne,",forwyrnan,refuse,prc2s
429.t6,wīgendra,wigend,warrior,gp
429.t7,"hlēo,",hleo,protection,ns
430.t1,frēowine,freo-wine,noble friend,ns
430.t2,"folca,",folc,people,gp
430.t3,nū,nu,now that,indeclinable
430.t4,ic,ic,I,ns
430.t5,þus,þus,thus,indeclinable
430.t6,feorran,feorran,from afar,indeclinable
430.t7,"cōm,",cuman,come,p1s
431.t1,þæt,þæt,that,indeclinable
431.t2,ic,ic,I,ns
431.t3,mōte,motan,may,prc1s
431.t4,"āna,",an,myself,nsm
431.t5,mīnra,min,my,gpm
431.t6,eorla,eorl,warrior,gp
431.t7,"gedryht,",gedryht,retinue,ns
432.t1,ond,ond,and,indeclinable
432.t2,þes,þes,this,nsm
432.t3,hearda,heard,strong,nsm
432.t4,"hēap,",heap,troop,ns
432.t5,Heorot,Heorot,Heorot,as
432.t6,fǣlsian.,fælsian,purify,i
433.t1,Hǣbbe,habban,have,pr1s
433.t2,ic,ic,I,ns
433.t3,ēac,eac,also,indeclinable
433.t4,geāhsod,geahsian,learn,pp
433.t5,þæt,þæt,that,indeclinable
433.t6,se,se,the,nsm
433.t7,ǣglǣca,aglæca,adversary,ns
434.t1,for,for,for,indeclinable
434.t2,his,he,his,gsm
434.t3,wonhȳdum,wan-hygd,recklessness,dp
434.t4,wǣpna,wæpen,weapon,gp
434.t5,ne,ne,not,indeclinable
434.t6,recceð;,reccan,care for,pr3s
435.t1,ic,ic,I,ns
435.t2,þæt,þæt,that,asn
435.t3,þonne,þonne,then,indeclinable
435.t4,"forhicge,",forhycgan,disdain,pr1s
435.t5,swā,swa,so,indeclinable
435.t6,mē,ic,I,ds
435.t7,Higelāc,Hygelac,Hygelac,ns
435.t8,"sīe,",beon,be,prc3s
436.t1,mīn,min,my,nsm
436.t2,mondrihten,monn-dryhten,lord,ns
436.t3,mōdes,mod,mind,gs
436.t4,"blīðe,",bliðe,kind,nsm
437.t1,þæt,þæt,that,indeclinable
437.t2,ic,ic,I,ns
437.t3,sweord,sweord,sword,as
437.t4,bere,beran,bear,prc1s
437.t5,oþðe,oððe,or,indeclinable
437.t6,sīdne,sid,broad,asm
437.t7,"scyld,",scyld,shield,as
438.t1,geolorand,geolo-rand,yellow shield,as
438.t2,tō,to,into,indeclinable
438.t3,"gūþe,",guð,battle,ds
438.t4,ac,ac,but,indeclinable
438.t5,ic,ic,I,ns
438.t6,mid,mid,with,indeclinable
438.t7,grāpe,grap,grip,ds
438.t8,sceal,sculan,(future),pr1s
439.t1,fōn,fon,grapple,i
439.t2,wið,wið,with,indeclinable
439.t3,fēonde,feond,enemy,ds
439.t4,ond,ond,and,indeclinable
439.t5,ymb,ymb,for,indeclinable
439.t6,feorh,feorh,life,as
439.t7,"sacan,",sacan,fight,i
440.t1,lāð,lað,enemy,nsm
440.t2,wið,wið,against,indeclinable
440.t3,lāþum;,lað,enemy,dsm
440.t4,ðǣr,þær,there,indeclinable
440.t5,gelȳfan,gelyfan,trust in,i
440.t6,sceal,sculan,shall,pr3s
441.t1,dryhtnes,dryhten,lord,gs
441.t2,dōme,dom,judgement,ds
441.t3,sē,se,he,nsm
441.t4,þe,þe,who,in
441.t5,hine,he,he (þe hine=whom),asm
441.t6,dēað,deað,death,ns
441.t7,nimeð.,niman,take,pr3s
442.t1,Wēn’,wenan,expect,pr1s
442.t2,iċ,ic,I,ns
442.t3,þæt,þæt,that,indeclinable
442.t4,hē,he,he,nsm
442.t5,"wille,",willan,will,pr3s
442.t6,gif,gif,if,indeclinable
442.t7,hē,he,he,nsm
442.t8,wealdan,wealdan,prevail,i
442.t9,"mōt,",motan,may,pr3s
443.t1,in,in,in,indeclinable
443.t2,þǣm,se,the,dsm
443.t3,gūðsele,guð-sele,war-hall,ds
443.t4,Ġēatena,Geatas,Geats,gp
443.t5,lēode,leod,man,ap
444.t1,etan,etan,eat,i
444.t2,"unforhte,",unforhte,fearlessly,indeclinable
444.t3,swā,swa,as,indeclinable
444.t4,hē,he,he,nsm
444.t5,oft,oft,often,indeclinable
444.t6,dyde,don,do,p3s
445.t1,mægenhrēð,mægen-hreð,glorious host,as
445.t2,manna.,monn,man,gp
445.t3,Nā,no,not at all,indeclinable
445.t4,þū,þu,you,ns
445.t5,mīnne,min,my,asm
445.t6,þearft,þurfan,need,pr2s
446.t1,hafalan,hafela,head,as
446.t2,"hȳdan,",hydan,cover,i
446.t3,ac,ac,but,indeclinable
446.t4,hē,he,he,nsm
446.t5,mē,ic,I,as
446.t6,habban,habban,have,i
446.t7,wile,willan,will,pr3s
447.t1,drēore,dreor,blood,ds
447.t2,"fāhne,",fah,stained,asm
447.t3,gif,gif,if,indeclinable
447.t4,mec,ic,I,as
447.t5,dēað,deað,death,ns
447.t6,nimeð:,niman,take,pr3s
448.t1,byreð,beran,carry away,pr3s
448.t2,blōdig,blodig,bloody,asn
448.t3,"wæl,",wæl,corpse,as
448.t4,byrgean,byrgian,taste,i
448.t5,"þenceð,",þencan,intend,pr3s
449.t1,eteð,etan,eat,pr3s
449.t2,āngenga,an-genga,lone prowler,ns
449.t3,"unmurnlīce,",unmurnlice,ruthlessly,indeclinable
450.t1,mearcað,mearcian,mark,pr3s
450.t2,mōrhopu,mor-hop,moor-retreat,ap
450.t3,–,no,not at all,indeclinable
450.t4,nō,þu,you,ns
450.t5,ðū,ymb,about,indeclinable
450.t6,ymb,min,my,gsn
450.t7,mīnes,ne,not,indeclinable
450.t8,ne,þurfan,need,pr2s
451.t1,līces,lic,body,gs
451.t2,feorme,feorm,sustenance,as
451.t3,leng,longe,longer,c
451.t4,sorgian.,sorgian,care,i
452.t1,Onsend,onsendan,send,im2s
452.t2,"Higelāce,",Hygelac,Hygelac,ds
452.t3,gif,gif,if,indeclinable
452.t4,mec,ic,I,as
452.t5,hild,hild,war,ns
452.t6,"nime,",niman,take,prc3s
453.t1,beaduscrūda,beadu-scrud,battle-dress,gp
453.t2,betst,betst,best,asns
453.t3,þæt,þæt,which,nsn
453.t4,mīne,min,my,asf
453.t5,brēost,breost,breast,as
453.t6,"wereð,",werian,protect,pr3s
454.t1,hrægla,hrægl,garment,gp
454.t2,sēlest;,selest,best,asns
454.t3,þæt,þæt,that,nsn
454.t4,is,beon,be,pr3s
454.t5,Hrǣdlan,Hreþel,Hrethel,gs
454.t6,"lāf,",laf,heirloom,ns
455.t1,Wēlandes,Weland,Weland,gs
455.t2,geweorc.,geweorc,handiwork,ns
455.t3,Gǣð,gan,go,pr3s
455.t4,ā,a,always,indeclinable
455.t5,wyrd,wyrd,fate,ns
455.t6,swā,swa,as,indeclinable
455.t7,hīo,heo,she,nsf
455.t8,scel.’,sculan,must,pr3s
456.t1,Hrōðgār,Hroðgar,Hrothgar,ns
456.t2,"maþelode,",maþelian,speak,p3s
456.t3,helm,helm,protector,ns
456.t4,Scyldinga:,Scyldingas,Scyldings,gp
457.t1,‘Fore,fore,on account of,indeclinable
457.t2,"þū,",þu,you,ns
457.t3,wine,wine,friend,ns
457.t4,mīn,min,my,nsm
457.t5,"Bēowulf,",Beowulf,Beowulf,ns
458.t1,ond,ond,and,indeclinable
458.t2,for,for,for,indeclinable
458.t3,ārstafum,ar-stafas,favour,dp
458.t4,ūsic,we,we,ap
458.t5,sōhtest.,secan,seek out,p2s
459.t1,Geslōh,geslean,bring about,p3s
459.t2,þīn,þin,your,nsm
459.t3,fæder,fæder,father,ns
459.t4,fǣhðe,fæhð,feud,as
459.t5,mǣste;,mæst,great,asfs
460.t1,wearþ,weorðan,become (+to),p3s
460.t2,hē,he,he,nsm
460.t3,Heaþolāfe,Heaþolaf,Heatholaf,ds
460.t4,tō,to,(weorðan to),indeclinable
460.t5,handbonan,hand-bana,slayer with the hand,ds
461.t1,mid,mid,among,indeclinable
461.t2,Wilfingum;,Wylfingas,Wylfings,dp
461.t3,ðā,þa,then,indeclinable
461.t4,hine,he,he,asm
461.t5,Wedera,Wederas,Weders,gp
461.t6,cyn,cynn,race,ns
462.t1,for,for,on account of,indeclinable
462.t2,herebrōgan,here-broga,fear of armies,ds
462.t3,habban,habban,keep,i
462.t4,ne,ne,not,indeclinable
462.t5,mihte.,magan,could,p3s
463.t1,Þanon,þonan,thence,indeclinable
463.t2,hē,he,he,nsm
463.t3,gesōhte,gesecan,seek out,p3s
463.t4,Sūð-Dena,Suð-Dene,South-Danes,gp
463.t5,folc,folc,people,as
464.t1,ofer,ofer,over,indeclinable
464.t2,ȳða,yð,wave,gp
464.t3,"ġewealc,",gewealc,rolling,as
464.t4,Ār-Scyldinga;,Ar-Scyldingas,Honour-Scyldings,gp
465.t1,ðā,þa,when,indeclinable
465.t2,ic,ic,I,ns
465.t3,furþum,furþum,first,indeclinable
465.t4,wēold,wealdan,rule,p1s
465.t5,folce,folc,people,ds
465.t6,Deniga,Dene,Danes,gp
466.t1,ond,ond,and,indeclinable
466.t2,on,on,in,indeclinable
466.t3,geogoðe,geogoð,youth,ds
466.t4,hēold,healdan,hold,p1s
466.t5,ginne,gin,wide,asn
466.t6,"rīce,",rice,kingdom,as
467.t1,hordburh,hord-burh,treasure-stronghold,as
467.t2,"hæleþa,",hæle,man,gp
467.t3,ðā,þa,now that,indeclinable
467.t4,wæs,wesan,be,p3s
467.t5,Heregār,Heorogar,Heorogar,ns
467.t6,"dēad,",dead,dead,nsm
468.t1,mīn,min,my,nsm
468.t2,yldra,eald,elder,nsmc
468.t3,mǣg,mæg,kinsman,ns
468.t4,"unlifigende,",unlifigende,not living,nsm
469.t1,bearn,bearn,son,ns
469.t2,Healfdenes;,Healfdene,Healfdene,gs
469.t3,sē,se,he,nsm
469.t4,wæs,wesan,be,p3s
469.t5,betera,betera,better,nsmc
469.t6,ðonne,þonne,than,indeclinable
469.t7,ic!,ic,I,ns
470.t1,Siððan,siððan,then,indeclinable
470.t2,þā,seo,the,asf
470.t3,fǣhðe,fæhð,feud,as
470.t4,fēo,feoh,payment,ds
470.t5,þingode:,þingian,settle,p1s
471.t1,sende,sendan,send,p1s
471.t2,ic,ic,I,ns
471.t3,Wylfingum,Wylfingas,Wylfings,dp
471.t4,ofer,ofer,over,indeclinable
471.t5,wæteres,wæter,water,gs
471.t6,hrycg,hrycg,back,as
472.t1,ealde,eald,old,apm
472.t2,mādmas;,maððum,treasure,ap
472.t3,hē,he,he,nsm
472.t4,mē,ic,I,ds
472.t5,āþas,að,oath,ap
472.t6,swōr.,swerian,swear,p3s
473.t1,Sorh,sorh,sorrow,ns
473.t2,is,beon,be,pr3s
473.t3,mē,ic,I,ds
473.t4,tō,to,to,indeclinable
473.t5,secganne,secgan,say,if
473.t6,on,on,in,indeclinable
473.t7,sefan,sefa,heart,ds
473.t8,mīnum,min,my,dsm
474.t1,gumena,guma,man,gp
474.t2,ǣngum,ænig,any,dsm
474.t3,hwæt,hwæt,what sort,asn
474.t4,mē,ic,I,ds
474.t5,Grendel,Grendel,Grendel,ns
474.t6,hafað,habban,have,pr3s
475.t1,hȳnðo,hynðu,humiliation,gp
475.t2,on,on,in,indeclinable
475.t3,Heorote,Heorot,Heorot,ds
475.t4,mid,mid,with,indeclinable
475.t5,his,he,his,gsm
475.t6,"heteþancum,",hete-þanc,thought of hate,dp
476.t1,fǣrnīða,fær-nið,sudden attack,gp
476.t2,gefremed;,gefremman,inflict,pp
476.t3,is,beon,be,pr3s
476.t4,mīn,min,my,nsn
476.t5,"fletwerod,",flet-werod,hall-troop,ns
477.t1,wīghēap,wig-heap,fighting-band,ns
477.t2,gewanod;,wanian,dimisnish,pp
477.t3,hīe,hie,they,apm
477.t4,wyrd,wyrd,fate,ns
477.t5,forswēop,forswapan,sweep off,p3s
478.t1,on,on,with,indeclinable
478.t2,Grendles,Grendel,Grendel,gs
478.t3,gryre.,gryre,horror,as
478.t4,God,God,God,ns
478.t5,ēaþe,eaðe,easily,indeclinable
478.t6,mæg,magan,can,pr3s
479.t1,þone,se,that,asm
479.t2,dolsceaðan,dol-sceaða,rash foe,as
479.t3,dǣda,dæd,deed,gp
479.t4,getwǣfan!,getwæfan,hinder,i
480.t1,Ful,ful,very,indeclinable
480.t2,oft,oft,often,indeclinable
480.t3,gebēotedon,gebeotian,vow,p3p
480.t4,bēore,beor,beer,ds
480.t5,druncne,drincan,drink (=inebriated),ppnpm
481.t1,ofer,ofer,over,indeclinable
481.t2,ealowǣġe,ealu-wæge,ale-cup,as
481.t3,ōretmecgas,oret-mæcg,warrior,np
482.t1,þæt,þæt,that,indeclinable
482.t2,hīe,hie,they,npm
482.t3,in,in,in,indeclinable
482.t4,bēorsele,beor-sele,beer-hall,ds
482.t5,bīdan,bidan,await,i
482.t6,woldon,willan,would,pc3p
483.t1,Grendles,Grendel,Grendel,gs
483.t2,gūþe,guð,battle,gs
483.t3,mid,mid,with,indeclinable
483.t4,gryrum,gryre,terror,dp
483.t5,ecga.,ecg,blade,gp
484.t1,Ðonne,þonne,then,indeclinable
484.t2,wæs,wesan,be,p3s
484.t3,þeos,þeos,this,nsf
484.t4,medoheal,medu-heall,mead-hall,ns
484.t5,on,on,in,indeclinable
484.t6,"morgentīd,",morgen-tid,morning,as
485.t1,drihtsele,dryht-sele,splendid hall,ns
485.t2,drēorfāh,dreor-fah,bloodstained,nsm
485.t3,þonne,þonne,when,indeclinable
485.t4,dæġ,dæg,day,ns
485.t5,"līxte,",lixan,shine,p3s
486.t1,eal,eall,all,npn
486.t2,bencþelu,benc-þel,bench-board,np
486.t3,blōde,blod,blood,ds
486.t4,"bestȳmed,",bestyman,drench,ppnpn
487.t1,heall,heall,hall,ns
487.t2,heorudrēore;,heoro-dreor,sword-gore,ds
487.t3,āhte,agan,have,p1s
487.t4,iċ,ic,I,ns
487.t5,holdra,hold,loyal,gpm
487.t6,þȳ,þæt,(because of) that,isn
487.t7,"lǣs,",læs,fewer,as
488.t1,dēorre,deore,beloved,gsf
488.t2,"duguðe,",duguð,retinue,gs
488.t3,þē,þe,because,indeclinable
488.t4,þā,se,they,apm
488.t5,dēað,deað,death,ns
488.t6,fornam.,forniman,destroy,p3s
489.t1,Site,sittan,sit down,im2s
489.t2,nū,nu,now,indeclinable
489.t3,tō,to,to,indeclinable
489.t4,symle,symbel,banquet,ds
489.t5,ond,ond,and,indeclinable
489.t6,onsǣl,onsælan,disclose,im2s
489.t7,"meoto,",meotu,thought (?),ap
490.t1,sigehrēð,sige-hreð,glory of victory,as
490.t2,"secgum,",secg,man,dp
490.t3,swā,swa,as,indeclinable
490.t4,þīn,þin,your,nsm
490.t5,sefa,sefa,mind,ns
490.t6,hwette.’,hwettan,urge,prc3s
491.t1,Þā,þa,then,indeclinable
491.t2,wæs,wesan,be,p3s
491.t3,Gēatmæcgum,Geat-mæcgas,men of the Geats,dp
491.t4,geador,geador ætsomne,all together,indeclinable
492.t1,on,on,in,indeclinable
492.t2,bēorsele,beor-sele,beer-hall,ds
492.t3,benc,benc,bench,ns
492.t4,gerȳmed;,geryman,clear,pp
493.t1,þǣr,þær,there,indeclinable
493.t2,swiðferhþe,swið-ferhð,strong-minded,npm
493.t3,sittan,sittan,sit down,i
493.t4,"ēodon,",gan,go,p3p
494.t1,þrȳðum,þryð,strength,dp
494.t2,dealle.,deall,exulting in,npm
494.t3,Þeġn,þegn,retainer,ns
494.t4,nytte,nytt,service,as
494.t5,"behēold,",behealdan,perform,p3s
495.t1,sē,se,that,nsm
495.t2,þe,þe,who,in
495.t3,on,on,in,indeclinable
495.t4,handa,hand,hand,ds
495.t5,bær,beran,bear,p3s
495.t6,hroden,hroden,adorned,asn
495.t7,"ealowǣge,",ealu-wæge,ale-cup,as
496.t1,scencte,scencan,pour,p3s
496.t2,scīr,scir,bright,asn
496.t3,wered.,wered,sweet drink,as
496.t4,Scop,scop,poet,ns
496.t5,hwīlum,hwil,time (=at times),dp
496.t6,sang,singan,sing,p3s
497.t1,hādor,hador,clear,nsm
497.t2,on,on,in,indeclinable
497.t3,Heorote.,Heorot,Heorot,ds
497.t4,Þǣr,þær,there,indeclinable
497.t5,wæs,wesan,be,p3s
497.t6,hæleða,hæle,man,gp
497.t7,"drēam,",dream,joy,ns
498.t1,duguð,duguð,retinue,ns
498.t2,unlȳtel,unlytel,no little,nsf
498.t3,Dena,Dene,Danes,gp
498.t4,ond,ond,and,indeclinable
498.t5,Wedera.,Wederas,Weders,gp
499.t1,Unferð,Unferð,Unferth,ns
499.t2,"maþelode,",maþelian,speak,p3s
499.t3,Ecglāfes,Ecglaf,Ecglaf,gs
499.t4,"bearn,",bearn,son,ns
500.t1,þē,þe,who,in
500.t2,æt,æt,at,indeclinable
500.t3,fōtum,fot,foot,dp
500.t4,sæt,sittan,sit,p3s
500.t5,frēan,frea,lord,ds
500.t6,"Scyldinga,",Scyldingas,Scyldings,gp
501.t1,onband,onbindan,unbind,p3s
501.t2,beadurūne.,beadu-run,battle-counsel,as
501.t3,Wæs,wesan,be,p3s
501.t4,him,he,he,dsm
501.t5,Bēowulfes,Beowulf,Beowulf,gs
501.t6,"sīð,",sið,undertaking,ns
502.t1,mōdges,modig,courageous,gsm
502.t2,"merefaran,",mere-fara,seafarer,gs
502.t3,micel,micel,greatr,nsm
502.t4,"æfþunca,",æfþanca,vexation,ns
503.t1,forþon,forðon þe,because,indeclinable
503.t2,þe,he,he,nsm
503.t3,hē,ne,not,indeclinable
503.t4,ne,unnan,wish,p3s
503.t5,ūþe,þæt,that,indeclinable
503.t6,þæt,ænig,any,nsm
503.t7,ǣnig,oþer,other,nsm
503.t8,ōðer,monn,man,ns
504.t1,ǣfre,æfre,ever,indeclinable
504.t2,mǣrða,mærðo,glorious deed,gp
504.t3,þon,þæt,the,isn
504.t4,mā,ma,more,indeclinable
504.t5,middangeardes,middan-geard,(in) world,gs
505.t1,ġehēdde,gehedan,care for,pc3s
505.t2,under,under,under,indeclinable
505.t3,heofenum,heofon,heaven,dp
505.t4,þonne,þonne,than,indeclinable
505.t5,hē,he,he,nsm
505.t6,sylfa:,self,self,nsm
506.t1,‘Eart,beon,be,pr2s
506.t2,þū,þu,you,ns
506.t3,sē,se,that,nsm
506.t4,"Bēowulf,",Beowulf,Beowulf,ns
506.t5,sē,se,that,nsm
506.t6,þe,þe,who,in
506.t7,wið,wið,with,indeclinable
506.t8,Brecan,Breca,Breca,ds
506.t9,wunne,winnan,strive,p2s
