ve_ref,value,word_value,lemma,gloss,part_of_speech,tag,case,mood
49.148.t16,ἔμπροσθεν,ἔμπροσθεν,ἔμπροσθεν,"before, in front",adverb,d--------,,
49.148.t17,χρόνῳ,χρόνῳ,χρόνος,1: tijd,noun,n-s---md-,dative,
49.148.t18,ὡμολογήθη;,ὡμολογήθη,ὁμολογέω,"agree with, say the same thing as",verb,v3saip---,,indicative
49.148.t19,[0],[0],,,,,,
49.149.t1,ὅπερ,ὅπερ,ὅς,"1: die, dat",pronoun,p-s---nn-,nominative,
49.149.t2,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.149.t3,ἄρτι,ἄρτι,ἄρτι,"just, exactly",adverb,d--------,,
49.149.t4,ἐλέγετο,ἐλέγετο,λέγω,"1: spreken, zeggen | verzamelen",verb,v3siie---,,indicative
49.149.t5,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),,b--------,,
49.149.t6,πᾶσαι,πᾶσαι,πᾶς,1: geheel | elk | alle,adjective,a-p---fn-,nominative,
49.149.t7,ἡμῖν,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
49.149.t8,ἐκεῖναι,ἐκεῖναι,ἐκεῖνος,"1: die, dat",pronoun,p-p---fn-,nominative,
49.149.t9,αἱ,αἱ,ὁ,1: ,article,l-p---fn-,nominative,
49.149.t10,πρόσθεν,πρόσθεν,πρόσθεν,"1: vooraan, vroeger | voor",adverb,d--------,,
49.149.t11,ὁμολογίαι,ὁμολογίαι,ὁμολογία,agreement,noun,n-p---fn-,nominative,
49.149.t12,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
49.149.t13,ταῖσδε,ταῖσδε,ὅδε,1: deze hier,pronoun,p-p---fd-,dative,
49.149.t14,ταῖς,ταῖς,ὁ,1: ,,l-p---fd-,,
49.149.t15,ὀλίγαις,ὀλίγαις,ὀλίγος,"1: klein, gering",adjective,a-p---fd-,dative,
49.149.t16,ἡμέραις,ἡμέραις,ἡμέρα,1: dag,noun,n-p---fd-,dative,
49.149.t17,ἐκκεχυμέναι,ἐκκεχυμέναι,ἐκχέω,pour out,verb,v-prpefn-,nominative,participle
49.149.t18,"εἰσίν,",εἰσίν,εἰμί,1: gaan,verb,v3ppia---,,indicative
49.149.t19,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.149.t20,"πάλαι,",πάλαι,πάλαι,"1: vroeger, lang geleden",adverb,d--------,,
49.149.t21,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
49.149.t22,"Κρίτων,",Κρίτων,Κρίτων,,noun,n-s---mv-,vocative,
49.149.t23,ἄρα,ἄρα,ἄρα,i[rtilde],adverb,d--------,,
49.149.t24,τηλικοίδε,τηλικοίδε,τηλικόσδε,of such an age,adjective,a-p---mn-,nominative,
49.149.t25,γέροντες,γέροντες,γέρων,"1: oude man, grijsaard",noun,n-p---mn-,nominative,
49.149.t26,ἄνδρες,ἄνδρες,ἀνήρ,1: mens | volwassene | echtgenoot,noun,n-p---mn-,nominative,
49.149.t27,πρὸς,πρὸς,πρός,"1: vanwege, van de kant van | bij | naar, tegen; met betrekking tot",preposition,r--------,,
49.149.t28,ἀλλήλους,ἀλλήλους,ἀλλήλων,1: elkaar,pronoun,p-p---ma-,accusative,
49.149.t29,σπουδῇ,σπουδῇ,σπουδή,"haste, speed",noun,n-s---fd-,dative,
49.149.t30,διαλεγόμενοι,διαλεγόμενοι,διαλέγω,pick out,verb,v-pppemn-,nominative,participle
49.149.t31,ἐλάθομεν,ἐλάθομεν,λανθάνω,"1: verborgen zijn | vergeten, verzuimen",verb,v1paia---,,indicative
49.149.t32,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
49.149.t33,αὐτοὺς,αὐτοὺς,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-p---ma-,accusative,
49.149.t34,παίδων,παίδων,παῖς,1: kind | (jonge) slaaf,,n-p---cg-,,
49.149.t35,οὐδὲν,οὐδὲν,οὐδείς,"1: niemand, niets",pronoun,p-s---na-,accusative,
49.149.t36,διαφέροντες;,διαφέροντες,διαφέρω,carry over or across,verb,v-pppamn-,nominative,participle
49.150.t1,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),,b--------,,
49.150.t2,παντὸς,παντὸς,πᾶς,1: geheel | elk | alle,adjective,a-s---ng-,genitive,
49.150.t3,μᾶλλον,μᾶλλον,μάλα,"1: zeer, veel",adverb,d-------c,,
49.150.t4,οὕτως,οὕτως,οὕτως,"1: zo, op die wijze",adverb,d--------,,
49.150.t5,ἔχει,ἔχει,ἔχω,"1: hebben, houden | iets zijn | zich vastklampen",verb,v3spia---,,indicative
49.150.t6,ὥσπερ,ὥσπερ,ὥσπερ,1: zoals,conjunction,c--------,,
49.150.t7,τότε,τότε,τότε,"1: dan, toen",adverb,d--------,,
49.150.t8,ἐλέγετο,ἐλέγετο,λέγω,"1: spreken, zeggen | verzamelen",verb,v3siie---,,indicative
49.150.t9,ἡμῖν·,ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
49.151.t1,εἴτε,εἴτε,εἴτε,"sive..sive.., either..or.., whether..or..",conjunction,c--------,,
49.151.t2,φασὶν,φασὶν,φημί,1: beweren,verb,v3ppia---,,indicative
49.151.t3,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
49.151.t4,πολλοὶ,πολλοὶ,πολύς,1: talrijk,adjective,a-p---mn-,nominative,
49.151.t5,εἴτε,εἴτε,εἴτε,"sive..sive.., either..or.., whether..or..",conjunction,c--------,,
49.151.t6,"μή,",μή,μή,1: niet,adverb,d--------,,
49.151.t7,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.151.t8,εἴτε,εἴτε,εἴτε,"sive..sive.., either..or.., whether..or..",conjunction,c--------,,
49.151.t9,δεῖ,δεῖ,δέω,1: ,verb,v3spia---,,indicative
49.151.t10,ἡμᾶς,ἡμᾶς,ἐγώ,1: ik,,p1p---ca-,,
49.151.t11,ἔτι,ἔτι,ἔτι,1: nog,adverb,d--------,,
49.151.t12,τῶνδε,τῶνδε,ὅδε,1: deze hier,pronoun,p-p---ng-,genitive,
49.151.t13,χαλεπώτερα,χαλεπώτερα,χαλεπός,difficult,adjective,a-p---nac,accusative,
49.151.t14,πάσχειν,πάσχειν,πάσχω,"1: ervaren, lijden",verb,v--pna---,,infinitive
49.151.t15,εἴτε,εἴτε,εἴτε,"sive..sive.., either..or.., whether..or..",conjunction,c--------,,
49.151.t16,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.151.t17,"πρᾳότερα,",πρᾳότερα,πρᾶος,Gött. Nachr.,adjective,a-p---nac,accusative,
49.151.t18,ὅμως,ὅμως,ὅμως,"all the same, nevertheless",adverb,d--------,,
49.151.t19,τό,τό,ὁ,1: ,article,l-s---nn-,nominative,
49.151.t20,γε,γε,γε,"1: tenminste, inderdaad, juist",adverb,d--------,,
49.151.t21,ἀδικεῖν,ἀδικεῖν,ἀδικέω,1: onrechtvaardig handelen | schade berokkenen,verb,v--pna---,,infinitive
49.151.t22,τῷ,τῷ,ὁ,1: ,article,l-s---md-,dative,
49.151.t23,ἀδικοῦντι,ἀδικοῦντι,ἀδικέω,1: onrechtvaardig handelen | schade berokkenen,verb,v-sppamd-,dative,participle
49.151.t24,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.151.t25,κακὸν,κακὸν,κακός,"1: slecht, boos, gemeen",adjective,a-s---nn-,nominative,
49.151.t26,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.151.t27,αἰσχρὸν,αἰσχρὸν,αἰσχρός,"causing shame, dishonouring, reproachful",adjective,a-s---nn-,nominative,
49.151.t28,τυγχάνει,τυγχάνει,τυγχάνω,"1: aantreffen, verkrijgen | (toevallig) zijn",verb,v3spia---,,indicative
49.151.t29,ὂν,ὂν,εἰμί,1: gaan,verb,v-sppann-,nominative,participle
49.151.t30,παντὶ,παντὶ,πᾶς,1: geheel | elk | alle,adjective,a-s---md-,dative,
49.151.t31,τρόπῳ;,τρόπῳ,τρόπος,"1: manier, wending | karakter",noun,n-s---md-,dative,
49.151.t32,[0],[0],,,,,,
49.152.t1,φαμὲν,φαμὲν,φημί,1: beweren,verb,v1ppia---,,indicative
49.152.t2,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
49.152.t3,οὔ;,οὔ,οὐ,1: niet,adverb,d--------,,
49.152.t4,[0],[0],,,,,,
49.153.t1,φαμέν.,φαμέν,φημί,1: beweren,verb,v1ppia---,,indicative
49.154.t1,οὐδαμῶς,οὐδαμῶς,οὐδαμῶς,in no wise,adverb,d--------,,
49.154.t2,ἄρα,ἄρα,ἄρα,i[rtilde],adverb,d--------,,
49.154.t3,δεῖ,δεῖ,δέω,1: ,verb,v3spia---,,indicative
49.154.t4,ἀδικεῖν.,ἀδικεῖν,ἀδικέω,1: onrechtvaardig handelen | schade berokkenen,verb,v--pna---,,infinitive
49.155.t1,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
49.155.t2,δῆτα.,δῆτα,δῆτα,"1: zeker, werkelijk",adverb,d--------,,
49.155.t3,[0],[0],,,,,,
49.156.t1,οὐδὲ,οὐδὲ,οὐδέ,"1: en niet, zelfs niet, en ook niet",conjunction,c--------,,
49.156.t2,ἀδικούμενον,ἀδικούμενον,ἀδικέω,1: onrechtvaardig handelen | schade berokkenen,verb,v-sppema-,accusative,participle
49.156.t3,ἄρα,ἄρα,ἄρα,i[rtilde],adverb,d--------,,
49.156.t4,"ἀνταδικεῖν,",ἀνταδικεῖν,ἀνταδικέω,"injure in return, retaliate upon",verb,v--pna---,,infinitive
49.156.t5,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
49.156.t6,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
49.156.t7,πολλοὶ,πολλοὶ,πολύς,1: talrijk,adjective,a-p---mn-,nominative,
49.156.t8,"οἴονται,",οἴονται,οἴομαι,"1: menen, geloven, veronderstellen",verb,v3ppie---,,indicative
49.156.t9,ἐπειδή,ἐπειδή,ἐπειδή,,conjunction,c--------,,
49.156.t10,γε,γε,γε,"1: tenminste, inderdaad, juist",adverb,d--------,,
49.156.t11,οὐδαμῶς,οὐδαμῶς,οὐδαμῶς,in no wise,adverb,d--------,,
49.156.t12,δεῖ,δεῖ,δέω,1: ,verb,v3spia---,,indicative
49.156.t13,ἀδικεῖν.,ἀδικεῖν,ἀδικέω,1: onrechtvaardig handelen | schade berokkenen,verb,v--pna---,,infinitive
49.156.t14,[0],[0],,,,,,
49.157.t1,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
49.157.t2,φαίνεται.,φαίνεται,φαίνω,"1: laten zien, tonen | schijnen",verb,v3spie---,,indicative
49.158.t1,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---nn-,nominative,
49.158.t2,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
49.158.t3,δή;,δή,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
49.158.t4,[0],[0],,,,,,
49.159.t1,κακουργεῖν,κακουργεῖν,κακουργέω,"do evil, work wickedness",verb,v--pna---,,infinitive
49.159.t2,"δεῖ,",δεῖ,δέω,1: ,verb,v3spia---,,indicative
49.159.t3,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
49.159.t4,"Κρίτων,",Κρίτων,Κρίτων,,noun,n-s---mv-,vocative,
49.159.t5,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
49.159.t6,οὔ;,οὔ,οὐ,1: niet,adverb,d--------,,
49.159.t7,[0],[0],,,,,,
49.160.t1,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
49.160.t2,δεῖ,δεῖ,δέω,1: ,verb,v3spia---,,indicative
49.160.t3,"δήπου,",δήπου,δήπου,"1: toch wel, zeker",adverb,d--------,,
49.160.t4,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
49.160.t5,Σώκρατες.,Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
49.161.t1,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---nn-,nominative,
49.161.t2,δέ;,δέ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
49.161.t3,[0],[0],,,,,,
49.162.t1,ἀντικακουργεῖν,ἀντικακουργεῖν,ἀντικακουργέω,damage in return,verb,v--pna---,,infinitive
49.162.t2,κακῶς,κακῶς,κακός,"1: slecht, boos, gemeen",adverb,d--------,,
49.162.t3,"πάσχοντα,",πάσχοντα,πάσχω,"1: ervaren, lijden",verb,v-sppama-,accusative,participle
49.162.t4,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
49.162.t5,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
49.162.t6,πολλοί,πολλοί,πολύς,1: talrijk,adjective,a-p---mn-,nominative,
49.162.t7,"φασιν,",φασιν,φημί,1: beweren,verb,v3ppia---,,indicative
49.162.t8,δίκαιον,δίκαιον,δίκαιος,1: rechtvaardig,adjective,a-s---nn-,nominative,
49.162.t9,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
49.162.t10,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
49.162.t11,δίκαιον;,δίκαιον,δίκαιος,1: rechtvaardig,adjective,a-s---nn-,nominative,
49.162.t12,[0],[0],,,,,,
49.162.t13,[1],[1],,,,,,
49.163.t1,οὐδαμῶς.,οὐδαμῶς,οὐδαμῶς,in no wise,adverb,d--------,,
49.163.t2,[0],[0],,,,,,
49.164.t1,τὸ,τὸ,ὁ,1: ,article,l-s---nn-,nominative,
49.164.t2,γάρ,γάρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
49.164.t3,που,που,που,"anywhere, somewhere",adverb,d--------,,
49.164.t4,κακῶς,κακῶς,κακός,"1: slecht, boos, gemeen",adverb,d--------,,
49.164.t5,ποιεῖν,ποιεῖν,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--pna---,,infinitive
49.164.t6,ἀνθρώπους,ἀνθρώπους,ἄνθρωπος,1: mens,noun,n-p---ma-,accusative,
49.164.t7,τοῦ,τοῦ,ὁ,1: ,,l-s---ng-,,
49.164.t8,ἀδικεῖν,ἀδικεῖν,ἀδικέω,1: onrechtvaardig handelen | schade berokkenen,verb,v--pna---,,infinitive
49.164.t9,οὐδὲν,οὐδὲν,οὐδείς,"1: niemand, niets",pronoun,p-s---na-,accusative,
49.164.t10,διαφέρει.,διαφέρει,διαφέρω,carry over or across,verb,v3spia---,,indicative
49.165.t1,ἀληθῆ,ἀληθῆ,ἀληθής,"1: waar, echt",adjective,a-p---na-,accusative,
49.165.t2,λέγεις.,λέγεις,λέγω,"1: spreken, zeggen | verzamelen",verb,v2spia---,,indicative
49.166.t1,οὔτε,οὔτε,οὔτε,1: noch,conjunction,c--------,,
49.166.t2,ἄρα,ἄρα,ἄρα,i[rtilde],adverb,d--------,,
49.166.t3,ἀνταδικεῖν,ἀνταδικεῖν,ἀνταδικέω,"injure in return, retaliate upon",verb,v--pna---,,infinitive
49.166.t4,δεῖ,δεῖ,δέω,1: ,verb,v3spia---,,indicative
49.166.t5,οὔτε,οὔτε,οὔτε,1: noch,conjunction,c--------,,
49.166.t6,κακῶς,κακῶς,κακός,"1: slecht, boos, gemeen",adverb,d--------,,
49.166.t7,ποιεῖν,ποιεῖν,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--pna---,,infinitive
49.166.t8,οὐδένα,οὐδένα,οὐδείς,"1: niemand, niets",pronoun,p-s---ma-,accusative,
49.166.t9,"ἀνθρώπων,",ἀνθρώπων,ἄνθρωπος,1: mens,noun,n-p---mg-,genitive,
49.166.t10,οὐδ’,οὐδ’,οὐδέ,"1: en niet, zelfs niet, en ook niet",adverb,d--------,,
49.166.t11,ἂν,ἂν,ἐάν,"if haply, if",conjunction,c--------,,
49.166.t12,ὁτιοῦν,ὁτιοῦν,ὁστισοῦν,,pronoun,p-s---na-,accusative,
49.166.t13,πάσχῃ,πάσχῃ,πάσχω,"1: ervaren, lijden",verb,v3spsa---,,subjunctive
49.166.t14,ὑπ’,ὑπ’,ὑπό,"1: onder; onder invloed van, door toedoen van | onder, in de macht van | tot onder",preposition,r--------,,
49.166.t15,αὐτῶν.,αὐτῶν,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-p---mg-,genitive,
49.167.t1,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.167.t2,"ὅρα,",ὅρα,ὁράω,1: zien,verb,v2spma---,,imperative
49.167.t3,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
49.167.t4,"Κρίτων,",Κρίτων,Κρίτων,,noun,n-s---mv-,vocative,
49.167.t5,ταῦτα,ταῦτα,οὗτος,1: die (daar),pronoun,p-p---na-,accusative,
49.167.t6,"καθομολογῶν,",καθομολογῶν,καθομολογέω,"confess, allow",verb,v-sppamn-,nominative,participle
49.167.t7,ὅπως,ὅπως,ὅπως,"1: opdat, om ... te",conjunction,c--------,,
49.167.t8,μὴ,μὴ,μή,1: niet,adverb,d--------,,
49.167.t9,παρὰ,παρὰ,παρά,"1: van de kant van | bij, naast | naar, tot; naast; tegen",preposition,r--------,,
49.167.t10,δόξαν,δόξαν,δόξα,expectation,noun,n-s---fa-,accusative,
49.167.t11,ὁμολογῇς·,ὁμολογῇς,ὁμολογέω,"agree with, say the same thing as",verb,v2spsa---,,subjunctive
49.168.t1,οἶδα,οἶδα,οἶδα,"1: weten, kennen",verb,v1sria---,,indicative
49.168.t2,γὰρ,γὰρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
49.168.t3,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
49.168.t4,ὀλίγοις,ὀλίγοις,ὀλίγος,"1: klein, gering",adjective,a-p---md-,dative,
49.168.t5,τισὶ,τισὶ,τις,"1: wie?, welke?",,p-p---cd-,,
49.168.t6,ταῦτα,ταῦτα,οὗτος,1: die (daar),pronoun,p-p---nn-,nominative,
49.168.t7,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.168.t8,δοκεῖ,δοκεῖ,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v3spia---,,indicative
49.168.t9,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.168.t10,δόξει.,δόξει,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v3sfia---,,indicative
49.169.t1,οἷς,οἷς,ὅς,"1: die, dat",pronoun,p-p---md-,dative,
49.169.t2,οὖν,οὖν,οὖν,1: dus,adverb,d--------,,
49.169.t3,οὕτω,οὕτω,οὕτως,"1: zo, op die wijze",adverb,d--------,,
49.169.t4,δέδοκται,δέδοκται,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v3srie---,,indicative
49.169.t5,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.169.t6,οἷς,οἷς,ὅς,"1: die, dat",pronoun,p-p---md-,dative,
49.169.t7,"μή,",μή,μή,1: niet,adverb,d--------,,
49.169.t8,τούτοις,τούτοις,οὗτος,1: die (daar),pronoun,p-p---md-,dative,
49.169.t9,οὐκ,οὐκ,οὐ,1: niet,adverb,d--------,,
49.169.t10,ἔστι,ἔστι,εἰμί,1: gaan,verb,v3spia---,,indicative
49.169.t11,κοινὴ,κοινὴ,κοινός,common,adjective,a-s---fn-,nominative,
49.169.t12,"βουλή,",βουλή,βουλή,"1: wil | raad, ´parlement´",noun,n-s---fn-,nominative,
49.169.t13,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
49.169.t14,ἀνάγκη,ἀνάγκη,ἀνάγκη,"force, constraint, necessity",noun,n-s---fn-,nominative,
49.169.t15,τούτους,τούτους,οὗτος,1: die (daar),pronoun,p-p---ma-,accusative,
49.169.t16,ἀλλήλων,ἀλλήλων,ἀλλήλων,1: elkaar,pronoun,p-p---mg-,genitive,
49.169.t17,καταφρονεῖν,καταφρονεῖν,καταφρονέω,"look down upon, think slightly of",verb,v--pna---,,infinitive
49.169.t18,ὁρῶντας,ὁρῶντας,ὁράω,1: zien,verb,v-pppama-,accusative,participle
49.169.t19,ἀλλήλων,ἀλλήλων,ἀλλήλων,1: elkaar,pronoun,p-p---mg-,genitive,
49.169.t20,τὰ,τὰ,ὁ,1: ,article,l-p---na-,accusative,
49.169.t21,βουλεύματα.,βουλεύματα,βούλευμα,"resolution, purpose",noun,n-p---na-,accusative,
49.169.t22,[0],[0],,,,,,
49.169.t23,[1],[1],,,,,,
49.170.t1,σκόπει,σκόπει,σκοπέω,"1: bekijken, onderzoeken",verb,v2spma---,,imperative
49.170.t2,δὴ,δὴ,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
49.170.t3,οὖν,οὖν,οὖν,1: dus,adverb,d--------,,
49.170.t4,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.170.t5,σὺ,σὺ,σύ,"1: jij, u",,p2s---cn-,,
49.170.t6,εὖ,εὖ,εὖ,"1: goed, wel",adverb,d--------,,
49.170.t7,μάλα,μάλα,μάλα,"1: zeer, veel",adverb,d--------,,
49.170.t8,πότερον,πότερον,πότερον,,adverb,d--------,,
49.170.t9,κοινωνεῖς,κοινωνεῖς,κοινωνέω,"have or do in common with, share, take part in",verb,v2spia---,,indicative
49.170.t10,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
49.170.t11,συνδοκεῖ,συνδοκεῖ,συνδοκέω,"seem to one as to another, seem good also",verb,v3spia---,,indicative
49.170.t12,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
49.170.t13,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
