ve_ref,value,word_value,lemma,part_of_speech,gloss (eng),parse,tag
29.t11,ἀνὴρ,ἀνὴρ,ἀνήρ,NOUN,a man,NOM.SG M,n-s---mn-
29.t12,ὅδε,ὅδε,ὅδε,ADJ,this,NOM.SG M,a-s---mn-
29.t13,"κυδρός,",κυδρός,κυδρός,ADJ,"glorious, illustrious, noble",NOM.SG M,a-s---mn-
29.t14,ὡς,ὡς,ὡς,CONJ,"as, how",INDECL,c--------
29.t15,μέγα,μέγα,μέγας,ADJ,"big, great",ACC.SG N,a-s---na-
29.t16,τι,τι,τις,ADJ,"any one, any thing, some one, some thing",ACC.SG N,a-s---na-
29.t17,καὶ,καὶ,καί,,"and, also",INDECL,b--------
29.t18,καλὸν,καλὸν,καλός,ADJ,beautiful,ACC.SG N,a-s---na-
29.t19,"διαπεπραγμένος,",διαπεπραγμένος,διαπράσσω,VERB,"to pass over; bring about, accomplish",PRF MID NOM.SG M PTCP,v-srpemn-
29.t20,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
29.t21,ἀπέκτονέ,ἀπέκτονέ,ἀποκτείνω,VERB,"to kill, slay",PRF ACT 3SG IND,v3sria---
29.t22,"με,",με,ἐγώ,PRONOUN,I (first person pronoun),ACC.SG c,p-s---ca-
29.t23,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
29.t24,αὐτὸν,αὐτὸν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
29.t25,τῶν,τῶν,ὁ,ART,the,GEN.PL M,l-p---mg-
29.t26,μεγίστων,μεγίστων,μέγας,ADJ,"big, great",GEN.PL M SUP,a-p---mgs
29.t27,ὑπὸ,ὑπὸ,ὑπό,PREP,"from under, by, c. gen. under, c. dat., towards c. acc.",INDECL,r--------
29.t28,τῆς,τῆς,ὁ,ART,the,GEN.SG F,l-s---fg-
29.t29,πόλεως,πόλεως,πόλις,NOUN,a city,GEN.SG F,n-s---fg-
29.t30,ὁρῶν,ὁρῶν,ὁράω,VERB,to see,PRES ACT NOM.SG M PTCP,v-sppamn-
29.t31,ἀξιούμενον,ἀξιούμενον,ἀξιόω,VERB,to think worthy of; to expect,PRES MID ACC.SG M PTCP,v-sppema-
29.t32,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
29.t33,ἔφην,ἔφην,φημί,VERB,"to say, to claim",IMPRF ACT 1SG IND,v1siia---
29.t34,χρῆναι,χρῆναι,χρή,VERB,"it is fated, necessary",PRES ACT INF,v--pna---
29.t35,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
29.t36,υἱὸν,υἱὸν,υἱός,NOUN,a son,ACC.SG M,n-s---ma-
29.t37,περὶ,περὶ,περί,PREP,"around, round about with gen., dat., and acc.",INDECL,r--------
29.t38,βύρσας,βύρσας,βύρσα,NOUN,"the skin stripped off, a hide",ACC.PL F,n-p---fa-
29.t39,παιδεύειν.,παιδεύειν,παιδεύω,VERB,to bring up,PRES ACT INF,v--pna---
29.t40,ὡς,ὡς,ὡς,CONJ,"as, how",INDECL,c--------
29.t41,μοχθηρὸς,μοχθηρὸς,μοχθηρός,ADJ,"suffering hardship, in sore distress, miserable, wretched",NOM.SG M,a-s---mn-
29.t42,"οὗτος,",οὗτος,οὗτος,ADJ,this; that,NOM.SG M,a-s---mn-
29.t43,"ἔφη,",ἔφη,φημί,VERB,"to say, to claim",IMPRF ACT 3SG IND,v3siia---
29.t44,ὃς,ὃς,ὅς,PRONOUN,"who, that, which: relative pronoun",NOM.SG M,p-s---mn-
29.t45,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
29.t46,ἔοικεν,ἔοικεν,ἔοικα,VERB,to be like; to look like,PRF ACT 3SG IND,v3sria---
29.t47,εἰδέναι,εἰδέναι,οἶδα,VERB,to know,PRF ACT INF,v--rna---
29.t48,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
29.t49,ὁπότερος,ὁπότερος,ὁπότερος,PRONOUN,"which of two, whether of the twain",NOM.SG M,p-s---mn-
29.t50,ἡμῶν,ἡμῶν,ἐγώ,PRONOUN,I (first person pronoun),GEN.PL c,p-p---cg-
29.t51,καὶ,καὶ,καί,,"and, also",INDECL,b--------
29.t52,συμφορώτερα,συμφορώτερα,σύμφορος,ADJ,"accompanying; suitable, useful, profitable",ACC.PL N COMP,a-p---nac
29.t53,καὶ,καὶ,καί,,"and, also",INDECL,b--------
29.t54,καλλίω,καλλίω,καλός,ADJ,beautiful,ACC.PL N COMP,a-p---nac
29.t55,εἰς,εἰς,εἰς,PREP,"into, to c. acc.",INDECL,r--------
29.t56,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
29.t57,ἀεὶ,ἀεὶ,ἀεί,ADV,"always, for ever",INDECL,d--------
29.t58,χρόνον,χρόνον,χρόνος,NOUN,time,ACC.SG M,n-s---ma-
29.t59,"διαπέπρακται,",διαπέπρακται,διαπράσσω,VERB,"to pass over; bring about, accomplish",PRF MID 3SG IND,v3srie---
29.t60,οὗτός,οὗτός,οὗτος,ADJ,this; that,NOM.SG M,a-s---mn-
29.t61,ἐστι,ἐστι,εἰμί,VERB,to be,PRES ACT 3SG IND,v3spia---
29.t62,καὶ,καὶ,καί,,"and, also",INDECL,b--------
29.t63,ὁ,ὁ,ὁ,ART,the,NOM.SG M,l-s---mn-
29.t64,νικῶν.,νικῶν,νικάω,VERB,"to conquer, prevail, vanquish",PRES ACT NOM.SG M PTCP,v-sppamn-
3.t1,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
3.t2,ἐχρῆν,ἐχρῆν,χρή,VERB,"it is fated, necessary",IMPRF ACT 3SG IND,v3siia---
3.t3,μέντοι,μέντοι,μέντοι,ADV,"however, nevertheless; of course (answers)",INDECL,d--------
3.t4,"σκοπεῖν,",σκοπεῖν,σκοπέω,VERB,to look at,PRES ACT INF,v--pna---
3.t5,ὦ,ὦ,ὦ,INTJ,O! oh!,INDECL,i--------
3.t6,"Σώκρατες,",Σώκρατες,Σωκράτης,NOUN,Socrates,VOC.SG M,n-s---mv-
3.t7,καὶ,καὶ,καί,,"and, also",INDECL,b--------
3.t8,ὅ,ὅ,ὅς,PRONOUN,"who, that, which: relative pronoun",ACC.SG N,p-s---na-
3.t9,τι,τι,τις,ADJ,"any one, any thing, some one, some thing",ACC.SG N,a-s---na-
3.t10,ἀπολογήσῃ;,ἀπολογήσῃ,ἀπολογέομαι,VERB,"to speak in defence, defend oneself",FUT MID 2SG IND,v2sfim---
3.t11,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
3.t12,δὲ,δὲ,δέ,,but,INDECL,b--------
3.t13,τὸ,τὸ,ὁ,ART,the,ACC.SG N,l-s---na-
3.t14,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
3.t15,πρῶτον,πρῶτον,πρῶτος,ADJ,first,ACC.SG N,a-s---na-
3.t16,ἀποκρίνασθαι·,ἀποκρίνασθαι,ἀποκρίνω,VERB,"to separate, set apart; mid. answer",AOR MID INF,v--anm---
3.t17,οὐ,οὐ,οὐ,ADV,not,INDECL,d--------
3.t18,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
3.t19,δοκῶ,δοκῶ,δοκέω,VERB,"seem, impers. it seems best..",PRES ACT 1SG IND,v1spia---
3.t20,σοι,σοι,σύ,PRONOUN,you (personal pronoun),DAT.SG c,p-s---cd-
3.t21,ἀπολογεῖσθαι,ἀπολογεῖσθαι,ἀπολογέομαι,VERB,"to speak in defence, defend oneself",PRES MID INF,v--pne---
3.t22,μελετῶν,μελετῶν,μελετάω,VERB,"to care for, attend to",PRES ACT NOM.SG M PTCP,v-sppamn-
3.t23,διαβεβιωκέναι;,διαβεβιωκέναι,διαβιόω,VERB,"to live through, pass",PRF ACT INF,v--rna---
3.t24,ἐπεὶ,ἐπεὶ,ἐπεί,CONJ,"after, since, when",INDECL,c--------
3.t25,δʼ,δʼ,δέ,,but,INDECL,b--------
3.t26,αὐτὸν,αὐτὸν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
3.t27,ἐρέσθαι·,ἐρέσθαι,ἔρομαι,VERB,"to ask, enquire",AOR MID INF,v--anm---
3.t28,πῶς;,πῶς,πῶς,ADV,how? in what way,INDECL,d--------
3.t29,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
3.t30,οὐδὲν,οὐδὲν,οὐδείς,ADJ,"not one, nobody",ACC.SG N,a-s---na-
3.t31,ἄδικον,ἄδικον,ἄδικος,ADJ,"wrong-doing, unrighteous, unjust",ACC.SG N,a-s---na-
3.t32,διαγεγένημαι,διαγεγένημαι,διαγίγνομαι,VERB,"to go through, pass",PRF MID 1SG IND,v1srie---
3.t33,ποιῶν·,ποιῶν,ποιέω,VERB,"to make, to do",PRES ACT NOM.SG M PTCP,v-sppamn-
3.t34,ἥνπερ,ἥνπερ,ὅσπερ,PRONOUN,"the very man who, the very thing which",ACC.SG F,p-s---fa-
3.t35,νομίζω,νομίζω,νομίζω,VERB,to have as a custom; to believe,PRES ACT 1SG IND,v1spia---
3.t36,μελέτην,μελέτην,μελέτη,NOUN,"care, attention",ACC.SG F,n-s---fa-
3.t37,εἶναι,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
3.t38,καλλίστην,καλλίστην,καλός,ADJ,beautiful,ACC.SG F SUP,a-s---fas
3.t39,ἀπολογίας.,ἀπολογίας,ἀπολογία,NOUN,"a speech in defence, defence",ACC.PL F,n-p---fa-
30.t1,ἀλλὰ,ἀλλὰ,ἀλλά,,"otherwise, but",INDECL,b--------
30.t2,"μέντοι,",μέντοι,μέντοι,ADV,"however, nevertheless; of course (answers)",INDECL,d--------
30.t3,φάναι,φάναι,φημί,VERB,"to say, to claim",PRES ACT INF,v--pna---
30.t4,"αὐτόν,",αὐτόν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
30.t5,ἀνέθηκε,ἀνέθηκε,ἀνατίθημι,VERB,"dedicate, refer",AOR ACT 3SG IND,v3saia---
30.t6,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
30.t7,καὶ,καὶ,καί,,"and, also",INDECL,b--------
30.t8,Ὅμηρος,Ὅμηρος,Ὅμηρος,NOUN,Homer,NOM.SG M,n-s---mn-
30.t9,ἔστιν,ἔστιν,εἰμί,VERB,to be,PRES ACT 3SG IND,v3spia---
30.t10,οἷς,οἷς,ὅς,PRONOUN,"who, that, which: relative pronoun",DAT.PL M,p-p---md-
30.t11,τῶν,τῶν,ὁ,ART,the,GEN.PL M,l-p---mg-
30.t12,ἐν,ἐν,ἐν,PREP,"in, among. c. dat.",INDECL,r--------
30.t13,καταλύσει,καταλύσει,κατάλυσις,NOUN,"a dissolving, dissolution; lodging, resting place",DAT.SG F,n-s---fd-
30.t14,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
30.t15,βίου,βίου,βίος,NOUN,life,GEN.SG M,n-s---mg-
30.t16,προγιγνώσκειν,προγιγνώσκειν,προγιγνώσκω,VERB,"to know, perceive, learn",PRES ACT INF,v--pna---
30.t17,τὰ,τὰ,ὁ,ART,the,ACC.PL N,l-p---na-
30.t18,"μέλλοντα,",μέλλοντα,μέλλω,VERB,"to think of doing, intend to do, to be about to do",PRES ACT ACC.PL N PTCP,v-pppana-
30.t19,βούλομαι,βούλομαι,βούλομαι,VERB,"to will, wish, be willing",PRES MID 1SG IND,v1spie---
30.t20,δὲ,δὲ,δέ,,but,INDECL,b--------
30.t21,καὶ,καὶ,καί,,"and, also",INDECL,b--------
30.t22,ἐγὼ,ἐγὼ,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
30.t23,χρησμῳδῆσαί,χρησμῳδῆσαί,χρησμῳδέω,VERB,to chant oracles,AOR ACT INF,v--ana---
30.t24,τι.,τι,τις,ADJ,"any one, any thing, some one, some thing",ACC.SG N,a-s---na-
30.t25,συνεγενόμην,συνεγενόμην,συγγίγνομαι,VERB,to be with,AOR MID 1SG IND,v1saim---
30.t26,γάρ,γάρ,γάρ,ADV,for,INDECL,d--------
30.t27,ποτε,ποτε,ποτέ,ADV,"ever, sometime",INDECL,d--------
30.t28,βραχέα,βραχέα,βραχύς,ADJ,short,ACC.PL N,a-p---na-
30.t29,τῷ,τῷ,ὁ,ART,the,DAT.SG M,l-s---md-
30.t30,Ἀνύτου,Ἀνύτου,Ἄνυτος,NOUN,Anytus,GEN.SG M,n-s---mg-
30.t31,"υἱῷ,",υἱῷ,υἱός,NOUN,a son,DAT.SG M,n-s---md-
30.t32,καὶ,καὶ,καί,,"and, also",INDECL,b--------
30.t33,ἔδοξέ,ἔδοξέ,δοκέω,VERB,"seem, impers. it seems best..",AOR ACT 3SG IND,v3saia---
30.t34,μοι,μοι,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
30.t35,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
30.t36,ἄρρωστος,ἄρρωστος,ἄρρωστος,ADJ,"weak, sickly",NOM.SG M,a-s---mn-
30.t37,τὴν,τὴν,ὁ,ART,the,ACC.SG F,l-s---fa-
30.t38,ψυχὴν,ψυχὴν,ψυχή,NOUN,"breath, soul",ACC.SG F,n-s---fa-
30.t39,εἶναι·,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
30.t40,ὥστε,ὥστε,ὥστε,CONJ,so that,INDECL,c--------
30.t41,φημὶ,φημὶ,φημί,VERB,"to say, to claim",PRES ACT 1SG IND,v1spia---
30.t42,αὐτὸν,αὐτὸν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
30.t43,ἐπὶ,ἐπὶ,ἐπί,PREP,"on, upon with gen., dat., and acc.",INDECL,r--------
30.t44,τῇ,τῇ,ὁ,ART,the,DAT.SG F,l-s---fd-
30.t45,δουλοπρεπεῖ,δουλοπρεπεῖ,δουλοπρεπής,ADJ,"befitting a slave, servile",DAT.SG F,a-s---fd-
30.t46,διατριβῇ,διατριβῇ,διατριβή,NOUN,a way of spending time,DAT.SG F,n-s---fd-
30.t47,ἣν,ἣν,ὅς,PRONOUN,"who, that, which: relative pronoun",ACC.SG F,p-s---fa-
30.t48,ὁ,ὁ,ὁ,ART,the,NOM.SG M,l-s---mn-
30.t49,πατὴρ,πατὴρ,πατήρ,NOUN,a father,NOM.SG M,n-s---mn-
30.t50,αὐτῷ,αὐτῷ,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,DAT.SG M,a-s---md-
30.t51,παρεσκεύακεν,παρεσκεύακεν,παρασκευάζω,VERB,"to get ready, prepare",PRF ACT 3SG IND,v3sria---
30.t52,οὐ,οὐ,οὐ,ADV,not,INDECL,d--------
30.t53,διαμενεῖν·,διαμενεῖν,διαμένω,VERB,"to remain by, stand by",FUT ACT INF,v--fna---
30.t54,διὰ,διὰ,διά,PREP,through c. gen.; because of c. acc.,INDECL,r--------
30.t55,δὲ,δὲ,δέ,,but,INDECL,b--------
30.t56,τὸ,τὸ,ὁ,ART,the,ACC.SG N,l-s---na-
30.t57,μηδένα,μηδένα,μηδείς,ADJ,"(and not one); not one, no-one",ACC.SG M,a-s---ma-
30.t58,ἔχειν,ἔχειν,ἔχω,VERB,"have, hold; be able; (+ adv.) be; (mid.) cling to, be next to (+ gen.)",PRES ACT INF,v--pna---
30.t59,σπουδαῖον,σπουδαῖον,σπουδαῖος,ADJ,"earnest, serious",ACC.SG M,a-s---ma-
30.t60,ἐπιμελητὴν,ἐπιμελητὴν,ἐπιμελητής,NOUN,one who has charge of,ACC.SG M,n-s---ma-
30.t61,προσπεσεῖσθαί,προσπεσεῖσθαί,προσπίπτω,VERB,"to fall upon, strike against",FUT MID INF,v--fnm---
30.t62,τινι,τινι,τις,ADJ,"any one, any thing, some one, some thing",DAT.SG c,a-s---cd-
30.t63,αἰσχρᾷ,αἰσχρᾷ,αἰσχρός,ADJ,"causing shame, abusive",DAT.SG F,a-s---fd-
30.t64,"ἐπιθυμίᾳ,",ἐπιθυμίᾳ,ἐπιθυμία,NOUN,"desire, yearning, longing",DAT.SG F,n-s---fd-
30.t65,καὶ,καὶ,καί,,"and, also",INDECL,b--------
30.t66,προβήσεσθαι,προβήσεσθαι,προβαίνω,VERB,"to step on, step forward, advance",FUT MID INF,v--fnm---
30.t67,μέντοι,μέντοι,μέντοι,ADV,"however, nevertheless; of course (answers)",INDECL,d--------
30.t68,πόρρω,πόρρω,πρόσω,ADV,"forwards, onwards, further; far off (from)",INDECL,d--------
30.t69,μοχθηρίας.,μοχθηρίας,μοχθηρία,NOUN,"bad condition, badness",GEN.SG F,n-s---fg-
31.t1,ταῦτα,ταῦτα,οὗτος,ADJ,this; that,ACC.PL N,a-p---na-
31.t2,δʼ,δʼ,δέ,,but,INDECL,b--------
31.t3,εἰπὼν,εἰπὼν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT NOM.SG M PTCP,v-sapamn-
31.t4,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
31.t5,"ἐψεύσατο,",ἐψεύσατο,ψεύδω,VERB,"to cheat by lies, beguile",AOR MID 3SG IND,v3saim---
31.t6,ἀλλʼ,ἀλλʼ,ἀλλά,,"otherwise, but",INDECL,b--------
31.t7,ὁ,ὁ,ὁ,ART,the,NOM.SG M,l-s---mn-
31.t8,νεανίσκος,νεανίσκος,νεανίσκος,NOUN,a youth,NOM.SG M,n-s---mn-
31.t9,ἡσθεὶς,ἡσθεὶς,ἥδομαι,VERB,"to enjoy oneself, take delight, take one's pleasure",AOR PASS NOM.SG M PTCP,v-sappmn-
31.t10,οἴνῳ,οἴνῳ,οἶνος,NOUN,wine,DAT.SG M,n-s---md-
31.t11,οὔτε,οὔτε,οὔτε,,neither / nor,INDECL,b--------
31.t12,νυκτὸς,νυκτὸς,νύξ,NOUN,the night,GEN.SG F,n-s---fg-
31.t13,οὔτε,οὔτε,οὔτε,,neither / nor,INDECL,b--------
31.t14,ἡμέρας,ἡμέρας,ἡμέρα,NOUN,day,GEN.SG F,n-s---fg-
31.t15,ἐπαύετο,ἐπαύετο,παύω,VERB,to make to cease,IMPRF MID 3SG IND,v3siie---
31.t16,"πίνων,",πίνων,πίνω,VERB,to drink,PRES ACT NOM.SG M PTCP,v-sppamn-
31.t17,καὶ,καὶ,καί,,"and, also",INDECL,b--------
31.t18,τέλος,τέλος,τέλος,NOUN,"end, authority, fulfilment, taxes, duty",ACC.SG N,n-s---na-
31.t19,οὔτε,οὔτε,οὔτε,,neither / nor,INDECL,b--------
31.t20,τῇ,τῇ,ὁ,ART,the,DAT.SG F,l-s---fd-
31.t21,ἑαυτοῦ,ἑαυτοῦ,ἑαυτοῦ,PRONOUN,"himself, herself, themselves",GEN.SG M,p-s---mg-
31.t22,πόλει,πόλει,πόλις,NOUN,a city,DAT.SG F,n-s---fd-
31.t23,οὔτε,οὔτε,οὔτε,,neither / nor,INDECL,b--------
31.t24,τοῖς,τοῖς,ὁ,ART,the,DAT.PL M,l-p---md-
31.t25,φίλοις,φίλοις,φίλος,ADJ,"friend; loved, beloved, dear",DAT.PL M,a-p---md-
31.t26,οὔτε,οὔτε,οὔτε,,neither / nor,INDECL,b--------
31.t27,αὑτῷ,αὑτῷ,ἑαυτοῦ,PRONOUN,"himself, herself, themselves",DAT.SG M,p-s---md-
31.t28,ἄξιος,ἄξιος,ἄξιος,ADJ,worthy,NOM.SG M,a-s---mn-
31.t29,οὐδενὸς,οὐδενὸς,οὐδείς,ADJ,"not one, nobody",GEN.SG M,a-s---mg-
31.t30,ἐγένετο.,ἐγένετο,γίγνομαι,VERB,"become, be born",AOR MID 3SG IND,v3saim---
31.t31,Ἄνυτος,Ἄνυτος,Ἄνυτος,NOUN,Anytus,NOM.SG M,n-s---mn-
31.t32,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
31.t33,δὴ,δὴ,δή,ADV,[interactional particle: S&H on same page],INDECL,d--------
31.t34,διὰ,διὰ,διά,PREP,through c. gen.; because of c. acc.,INDECL,r--------
31.t35,τὴν,τὴν,ὁ,ART,the,ACC.SG F,l-s---fa-
31.t36,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
31.t37,υἱοῦ,υἱοῦ,υἱός,NOUN,a son,GEN.SG M,n-s---mg-
31.t38,πονηρὰν,πονηρὰν,πονηρός,ADJ,"toilsome, painful, grievous",ACC.SG F,a-s---fa-
31.t39,παιδείαν,παιδείαν,παιδεία,NOUN,the rearing of a child,ACC.SG F,n-s---fa-
31.t40,καὶ,καὶ,καί,,"and, also",INDECL,b--------
31.t41,διὰ,διὰ,διά,PREP,through c. gen.; because of c. acc.,INDECL,r--------
31.t42,τὴν,τὴν,ὁ,ART,the,ACC.SG F,l-s---fa-
31.t43,αὑτοῦ,αὑτοῦ,ἑαυτοῦ,PRONOUN,"himself, herself, themselves",GEN.SG M,p-s---mg-
31.t44,ἀγνωμοσύνην,ἀγνωμοσύνην,ἀγνωμοσύνη,NOUN,"want of sense, folly",ACC.SG F,n-s---fa-
31.t45,ἔτι,ἔτι,ἔτι,ADV,"yet, as yet, still, besides",INDECL,d--------
31.t46,καὶ,καὶ,καί,,"and, also",INDECL,b--------
31.t47,τετελευτηκὼς,τετελευτηκὼς,τελευτάω,VERB,"to complete, finish, accomplish; pple. finally, in the end",PRF ACT NOM.SG M PTCP,v-srpamn-
31.t48,τυγχάνει,τυγχάνει,τυγχάνω,VERB,"(with gen.) to hit the mark, to get; (with pple) to happen to, to actually",PRES ACT 3SG IND,v3spia---
31.t49,κακοδοξίας.,κακοδοξίας,κακοδοξία,NOUN,"bad repute, infamy",GEN.SG F,n-s---fg-
32.t1,Σωκράτης,Σωκράτης,Σωκράτης,NOUN,Socrates,NOM.SG M,n-s---mn-
32.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
32.t3,διὰ,διὰ,διά,PREP,through c. gen.; because of c. acc.,INDECL,r--------
32.t4,τὸ,τὸ,ὁ,ART,the,ACC.SG N,l-s---na-
32.t5,μεγαλύνειν,μεγαλύνειν,μεγαλύνω,VERB,to make great,PRES ACT INF,v--pna---
32.t6,ἑαυτὸν,ἑαυτὸν,ἑαυτοῦ,PRONOUN,"himself, herself, themselves",ACC.SG M,p-s---ma-
32.t7,ἐν,ἐν,ἐν,PREP,"in, among. c. dat.",INDECL,r--------
32.t8,τῷ,τῷ,ὁ,ART,the,DAT.SG N,l-s---nd-
32.t9,δικαστηρίῳ,δικαστηρίῳ,δικαστήριον,NOUN,a court of justice,DAT.SG N,n-s---nd-
32.t10,φθόνον,φθόνον,φθόνος,NOUN,"ill-will, envy, jealousy",ACC.SG M,n-s---ma-
32.t11,ἐπαγόμενος,ἐπαγόμενος,ἐπάγω,VERB,to bring on,PRES MID NOM.SG M PTCP,v-sppemn-
32.t12,μᾶλλον,μᾶλλον,μάλα,ADV,"very, very much, exceedingly",@@@ -------c,d-------c
32.t13,καταψηφίσασθαι,καταψηφίσασθαι,καταψηφίζομαι,VERB,to vote against,AOR MID INF,v--anm---
32.t14,ἑαυτοῦ,ἑαυτοῦ,ἑαυτοῦ,PRONOUN,"himself, herself, themselves",GEN.SG M,p-s---mg-
32.t15,ἐποίησε,ἐποίησε,ποιέω,VERB,"to make, to do",AOR ACT 3SG IND,v3saia---
32.t16,τοὺς,τοὺς,ὁ,ART,the,ACC.PL M,l-p---ma-
32.t17,δικαστάς.,δικαστάς,δικαστής,NOUN,a judge,ACC.PL M,n-p---ma-
32.t18,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
32.t19,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
32.t20,οὖν,οὖν,οὖν,ADV,"so, then, therefore",INDECL,d--------
32.t21,δοκεῖ,δοκεῖ,δοκέω,VERB,"seem, impers. it seems best..",PRES ACT 3SG IND,v3spia---
32.t22,θεοφιλοῦς,θεοφιλοῦς,θεοφιλής,ADJ,"dear to the gods, highly favoured",GEN.SG F,a-s---fg-
32.t23,μοίρας,μοίρας,μοῖρα,NOUN,"a part, portion; fate",GEN.SG F,n-s---fg-
32.t24,τετυχηκέναι·,τετυχηκέναι,τυγχάνω,VERB,"(with gen.) to hit the mark, to get; (with pple) to happen to, to actually",PRF ACT INF,v--rna---
32.t25,τοῦ,τοῦ,ὁ,ART,the,GEN.SG N,l-s---ng-
32.t26,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
32.t27,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
32.t28,βίου,βίου,βίος,NOUN,life,GEN.SG M,n-s---mg-
32.t29,τὸ,τὸ,ὁ,ART,the,NOM.SG N,l-s---nn-
32.t30,χαλεπώτατον,χαλεπώτατον,χαλεπός,ADJ,"hard to bear, painful; difficult",NOM.SG N SUP,a-s---nns
32.t31,"ἀπέλιπε,",ἀπέλιπε,ἀπολείπω,VERB,to leave over,AOR ACT 3SG IND,v3saia---
32.t32,τῶν,τῶν,ὁ,ART,the,GEN.PL M,l-p---mg-
32.t33,δὲ,δὲ,δέ,,but,INDECL,b--------
32.t34,θανάτων,θανάτων,θάνατος,NOUN,death,GEN.PL M,n-p---mg-
32.t35,τοῦ,τοῦ,ὁ,ART,the,GEN.SG N,l-s---ng-
32.t36,ῥᾴστου,ῥᾴστου,ῥᾴδιος,ADJ,"easy, ready, easy to make",GEN.SG N SUP,a-s---ngs
32.t37,ἔτυχεν.,ἔτυχεν,τυγχάνω,VERB,"(with gen.) to hit the mark, to get; (with pple) to happen to, to actually",AOR ACT 3SG IND,v3saia---
33.t1,ἐπεδείξατο,ἐπεδείξατο,ἐπιδείκνυμι,VERB,to exhibit as a specimen,AOR MID 3SG IND,v3saim---
33.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
33.t3,τῆς,τῆς,ὁ,ART,the,GEN.SG F,l-s---fg-
33.t4,ψυχῆς,ψυχῆς,ψυχή,NOUN,"breath, soul",GEN.SG F,n-s---fg-
33.t5,τὴν,τὴν,ὁ,ART,the,ACC.SG F,l-s---fa-
33.t6,ῥώμην·,ῥώμην,ῥώμη,NOUN,"bodily strength, strength, might",ACC.SG F,n-s---fa-
33.t7,ἐπεὶ,ἐπεὶ,ἐπεί,CONJ,"after, since, when",INDECL,c--------
33.t8,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
33.t9,ἔγνω,ἔγνω,γιγνώσκω,VERB,"to learn to know, to perceive, mark, learn",AOR ACT 3SG IND,v3saia---
33.t10,τοῦ,τοῦ,ὁ,ART,the,GEN.SG N,l-s---ng-
33.t11,ἔτι,ἔτι,ἔτι,ADV,"yet, as yet, still, besides",INDECL,d--------
33.t12,ζῆν,ζῆν,ζάω,VERB,to live,PRES ACT INF,v--pna---
33.t13,τὸ,τὸ,ὁ,ART,the,ACC.SG N,l-s---na-
33.t14,τεθνάναι,τεθνάναι,θνῄσκω,VERB,to die; see also ἀποθνῄσκω,PRF ACT INF,v--rna---
33.t15,αὐτῷ,αὐτῷ,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,DAT.SG M,a-s---md-
33.t16,κρεῖττον,κρεῖττον,κρατύς,ADJ,"strong, mighty",ACC.SG N COMP,a-s---nac
33.t17,"εἶναι,",εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
